step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.2928020730593027,0.2018011510372162,0.2799733877182007,0.4820304811000824,0.19411678612232208,0.35,2,0,0,0,0.4005146920681,8.010293960571289,160.2058868408203,0.4745144248008728,filtered,0.07544355305923321,0,0,12,,workspace_z_lower,0,0,1,solved,0.0,valid,0.33470302314506145,0.004768312908709049
1,0.1,-0.25474420456159813,0.21022996306419373,0.2738260328769684,0.4676590859889984,0.19951175153255463,0.35,2,0,0,0,0.7328951954841614,7.2147321701049805,83.85751342773438,0.7328941226005554,filtered,1.4844944163796476e-06,0,0,12,,workspace_z_lower,0,0,1,solved,0.0,valid,0.32065137217343426,0.004238486289978027
2,0.15000000000000002,-0.2460152582938966,0.21529564261436462,0.2675192952156067,0.4535869061946869,0.20274455845355988,0.35,2,0,0,0,0.8685801029205322,3.3282830715179443,89.75194549560547,0.8685801029205322,passthrough,4.860123137509587e-12,0,0,12,,workspace_y_upper,0,0,1,solved,0.0,valid,0.3065677863434916,0.0032251672819256783
3,0.2,-0.2481479605760117,0.22457826137542725,0.26115351915359497,0.43956002593040466,0.2106878161430359,0.35,2,0,0,0,0.8273925185203552,4.184909820556641,122.00037384033203,0.8273915648460388,filtered,1.3913877211214518e-06,0,0,12,,workspace_y_upper,0,0,1,solved,0.0,valid,0.2928184740980342,0.003150275908410549
4,0.25,-0.2178428313828079,0.23019906878471375,0.25326839089393616,0.425876647233963,0.21473634243011475,0.35,2,0,0,0,0.8679559230804443,3.586524248123169,79.00338745117188,0.8679559230804443,passthrough,5.372470102383745e-12,0,0,12,,workspace_y_upper,0,0,1,solved,0.0,valid,0.27914413325598875,0.00315121840685606
5,0.30000000000000004,-0.2132677485376815,0.24250945448875427,0.24488434195518494,0.41214999556541443,0.22534948587417603,0.35,2,0,0,0,0.884981095790863,4.164724349975586,96.57150268554688,0.8849800825119019,filtered,1.4683292737716195e-06,0,0,12,,workspace_y_upper,0,0,1,solved,0.0,valid,0.26587268603712355,0.0031725242733955383
6,0.35000000000000003,-0.23254064852255196,0.2551079988479614,0.23722928762435913,0.39842966198921204,0.23603686690330505,0.35,2,0,0,0,0.8017070293426514,5.165421485900879,105.55939483642578,0.7995378375053406,filtered,0.004988270979727766,0,0,12,joint_4_acceleration_upper,workspace_y_upper,0,0,1,solved,0.0,valid,0.2524932206657426,0.0032041892409324646
7,0.4,-0.29604390869535396,0.2669033408164978,0.23268179595470428,0.3848244249820709,0.24576224386692047,0.35,2,0,0,0,0.6554936170578003,5.209396839141846,120.65725708007812,0.6554936170578003,filtered,4.7028310441555856e-08,0,0,12,,workspace_y_upper,0,0,1,solved,0.0,valid,0.23906705213434049,0.003940804861485958
8,0.45,-0.3162287790461062,0.27373382449150085,0.22903859615325928,0.3717052638530731,0.2504916191101074,0.35,2,0,0,0,0.6839056015014648,5.6171112060546875,114.75201416015625,0.6846485137939453,filtered,0.02821722926812076,0,0,12,joint_5_acceleration_upper,workspace_y_upper,0,0,1,solved,0.0,valid,0.22580735206185149,0.003355548717081547
9,0.5,-0.3016496893333533,0.2793635427951813,0.22457408905029297,0.3591800630092621,0.25401726365089417,0.35,2,0,0,0,0.7637580633163452,4.219278812408447,92.55155944824219,0.7637571096420288,filtered,1.385172158346593e-06,0,0,12,,workspace_y_upper,0,0,1,solved,0.0,valid,0.2131710580508845,0.004263854585587978
10,0.55,-0.3128034732182962,0.28920042514801025,0.2203938364982605,0.3470102846622467,0.2616896331310272,0.35,2,0,0,0,0.7279424667358398,4.123963832855225,90.18600463867188,0.7279419302940369,filtered,8.208475977931665e-07,0,0,12,,workspace_y_upper,0,0,1,solved,0.0,valid,0.20122601810927238,0.004103067331016064
11,0.6000000000000001,-0.338047249987724,0.3003685772418976,0.21718746423721313,0.3351658284664154,0.2705931067466736,0.35,2,0,0,0,0.6854996681213379,3.2443554401397705,99.94603729248047,0.6854996681213379,passthrough,1.1290135179960987e-09,0,0,12,,workspace_y_upper,0,0,1,solved,0.0,valid,0.18968518593247924,0.004245714284479618
12,0.65,-0.396288050333112,0.31484103202819824,0.2163975089788437,0.32348722219467163,0.28269127011299133,0.35,2,0,0,0,0.5355116724967957,4.4838032722473145,61.928138732910156,0.5355114340782166,filtered,3.852786074615297e-07,0,0,12,,workspace_y_upper,0,0,1,solved,0.0,valid,0.1784649203768493,0.004363609477877617
13,0.7000000000000001,-0.48225443472766816,0.3297397792339325,0.2194238156080246,0.3120063543319702,0.29514279961586,0.35,2,0,0,0,0.4960072338581085,4.180328369140625,82.97713470458984,0.4960072338581085,filtered,1.1397392264213327e-08,0,0,12,,workspace_y_upper,0,0,1,solved,0.0,valid,0.1674327950838017,0.004015523009002209
14,0.75,-0.5181596391559237,0.3449666202068329,0.22339007258415222,0.3007814884185791,0.30778825283050537,0.35,2,0,0,0,0.5103152394294739,4.4655842781066895,113.98774719238281,0.5103152394294739,passthrough,5.072920718748026e-10,0,0,12,,workspace_y_upper,0,0,1,solved,0.0,valid,0.1566410317705706,0.004286560229957104
